record_id	coverage_group	source_path	candidate_path	formal_role	generator	row_count	byte_size	sha1	coverage_status	redistribution_class	notes
SV-0150	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/bootstrap_results.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0150_bootstrap_results.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d2_statistical_strengthening.py	47	3169	7a41791f272f1b272cfdd1edfdf1dce57e1181ce	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0151	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/panel_g_statistics.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0151_panel_g_statistics.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d2_statistical_strengthening.py	7	1085	4a78e758575a9c1adbee4e2b29a80f30e641e9b0	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0152	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/panel_h_statistics.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0152_panel_h_statistics.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d2_statistical_strengthening.py	6	1349	ba410a149034f24b8311d9dd5a7314de65aaab28	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0153	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/permutation_results.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0153_permutation_results.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d2_statistical_strengthening.py	8000	651853	5d716a79fc3d098baafff765e836c71629107644	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0154	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/bootstrap_results.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0154_bootstrap_results.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	18	1936	8e39d8ae5399b5d37ff357144ce83808bde787e4	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0155	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/moran_statistics.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0155_moran_statistics.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	2	294	607326d839f5dc4f406e9762008f43c46ac01c3d	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0156	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/neighbor_enrichment.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0156_neighbor_enrichment.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	12	1640	69aae9775488aa7d1ef6d138eb2e8d2512b7a2c2	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0157	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_assignment.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0157_niche_assignment.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	2248	235429	4d53f58dadeb7338a537e263b8cbcb6acb22e58c	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0158	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_statistics.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0158_niche_statistics.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	2	438	9200b0648d9747892c91f18f4bc59e50b40e1331	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0159	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_summary.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0159_niche_summary.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	6	1039	ec3bb9e92845d7160888488284532d2a388835e6	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0160	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/permutation_results.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0160_permutation_results.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	12000	1422479	46f96282af329a3d78ad2d1e269fb626d70decb9	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
SV-0161	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/spot_microenvironment_table.csv	reproducibility_release/release_candidate_v1.0/source_values/SV-0161_spot_microenvironment_table.csv	morphology/interface/microenvironment source values	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	2248	562991	b45ac89f5c8bbb0b0c2cb1e326d8023451acfef4	PRESENT_HASHED_INCLUDED	PROJECT_GENERATED_REDISTRIBUTABLE	Not reconstructed from a plotted image.
